icao,"name",lat,lon,runways,ils,elev_ft_AMSL
2D6,"[h] Bannock",40.10701416,-80.97537334,0,0,1100
2F2,"[h] Bell Helicopter Hurst",32.80012916,-97.16695639,0,0,524
2FD3,"[h] Bayfront Medical Center Inc",27.76336083,-82.64232084,0,0,128
2FD4,"[h] Port Everglades",26.09619805,-80.11365528,0,0,25
2FD5,"[h] Adventure Island",24.73430694,-81.01868278,0,0,3
2FD7,"[h] Air Orlando",28.43556138,-81.47312751,0,0,120
2FD9,"[h] West Volusia Memorial Hospital Helisto",29.04387305,-81.31784056,0,0,78
2G0,"[h] Echelon",32.38569944,-90.18731,0,0,340
2GA7,"[h] Morgan Falls",33.96593416,-84.36214834,0,0,998
2IA0,"[h] Genesis Medical Center East Campus",41.54197694,-90.55680251,0,0,675
2IA1,"[h] Finley Hospital",42.49583611,-90.68484945,0,0,900
2IA2,"[h] Central Community Hospital",42.85748472,-91.41458278,0,0,774
2IA3,"[h] Medical",40.96197333,-91.55988251,0,0,734
2IA4,"[h] Cmc At West Ninth",42.46304222,-92.34490778,0,0,922
2IA5,"[h] Grape Community Hospital",40.62250111,-95.64971556,0,0,961
2IA6,"[h] Stewart Memorial Hospital",42.26998249,-94.73359251,0,0,1243
2IA8,"[h] Burgess Memorial Hospital",42.02637694,-96.10640445,0,0,1049
2II4,"[h] Psi",39.71115638,-86.38554917,0,0,780
2II5,"[h] Burns International Harbor",41.63698138,-87.15225695,0,0,596
2II7,"[h] K-9 Korner",40.89254722,-85.20497084,0,0,825
2II8,"[h] West Central Community Hospital",39.65240277,-87.39786389,0,0,486
2II9,"[h] Rice - Private",40.15281583,-87.30806667,0,0,660
2IL8,"[h] Il.dept Of Transportation",42.02058222,-88.28285556,0,0,730
2IN7,"[h] Columbus Regional Hospital",39.21838472,-85.89499001,0,0,632
2IN8,"[h] St Anthony",41.39444444,-87.36888889,0,0,758
2IS1,"[h] Proctor Community Hospital",40.7505925,-89.59454056,0,0,640
2J6,"[h] Baptist Hospital",30.42936416,-87.23108195,0,0,115
2L4,"[h] Tusayan",35.97553972,-112.12600139,0,0,6580
2L5,"[h] Yuma Regional Medical Center",32.68282611,-114.63439695,0,0,200
2L8,"[h] Vincent Substation",34.48610472,-118.11590556,0,0,3244
2LA1,"[h] N.freshwater Bayou",29.68160388,-92.26402001,0,0,4
2LA2,"[h] Igh",29.99020305,-91.78567223,0,0,15
2LA3,"[h] Exxon Intracoastal City Terminal",29.82493138,-92.13290417,0,0,8
2LA8,"[h] Transco",29.98298416,-92.28151806,0,0,12
2LA9,"[h] Cow Island Trunkline",29.88548694,-92.27235195,0,0,8
2LL6,"[h] Illini Hospital",41.49447833,-90.41818556,0,0,700
2MA0,"[h] Digital Headmaster",42.33342583,-71.76590417,0,0,480
2MA1,"[h] Digita Training",42.32925944,-71.75423723,0,0,550
2MA2,"[h] Digital",42.32648416,-71.40950528,0,0,450
2MA3,"[h] Rider",42.66426027,-70.83977195,0,0,40
2MA4,"[h] Digital King Street",42.54925833,-71.47256389,0,0,300
2MA5,"[h] Digital Powdermill",42.42787111,-71.45756278,0,0,175
2MA8,"[h] Digital Stow",42.43092611,-71.54173167,0,0,250
2MA9,"[h] Digital",42.63925833,-71.22450278,0,0,130
2MD2,"[h] Aerospace Tech Center",39.23649527,-76.82608473,0,0,415
2MD5,"[h] Memorial Hospital Of Cumberland",39.64286555,-78.75112917,0,0,900
2MD7,"[h] Maritime Institute",39.21121833,-76.67191278,0,0,170
2MI1,"[h] Blodgett Memorial Medical Center",42.95336055,-85.62225056,0,0,800
2MI2,"[h] St. Mary Hospital",42.42781333,-83.40410028,0,0,665
2MO3,"[h] Independence Regional Health Center",39.09444916,-94.43522945,0,0,952
2MS0,"[h] Tgp Station 851",34.53833333,-89.01333334,0,0,420
2MS1,"[h] Tgp Station 843",33.23555555,-90.57750001,0,0,105
2MS2,"[h] Tgp Station 54",33.35722222,-91.05472223,0,0,120
2MS3,"[h] Tgp Station 542",32.63888888,-88.66,0,0,305
2MS4,"[h] Tgp Station 546",33.44916666,-88.36166667,0,0,219
2MS5,"[h] Tgp Station 847",33.90694444,-89.78416667,0,0,245
2MS6,"[h] Tgp Station 63",34.29611111,-90.07222223,0,0,175
2NC2,"[h] Union Memorial Hospital Inc",34.96765,-80.52367723,0,0,600
2NC3,"[h] Sky-5",35.77959583,-78.67417056,0,0,400
2NC5,"[h] Ibm",35.23625222,-80.93312834,0,0,773
2NC9,"[h] Scotland Memorial",34.75321611,-79.46838084,0,0,214
2ND4,"[h] Trinity Medical Center",48.23195388,-101.29210667,0,0,1692
2NJ0,"[h] Alexanders-paramus",40.92509861,-74.07875223,0,0,36
2NJ4,"[h] Employee Overflow-parking Lot",40.13844583,-74.44709528,0,0,120
2NJ7,"[h] Foley Machinery",40.55010333,-74.48765362,0,0,200
2NJ8,"[h] Peddie School",40.26177611,-74.51959751,0,0,106
2NK2,"[h] Cove Neck",40.88370944,-73.49123334,0,0,10
2NK4,"[h] Westchester Resco",41.27731611,-73.94041639,0,0,72
2NK5,"[h] Nch",44.30171527,-75.95494973,0,0,275
2NK6,"[h] Bertrand Chaffee Hospital",42.508395,-78.65808112,0,0,1420
2NK8,"[h] Landmark Plaza",40.78204583,-73.82568973,0,0,80
2NY3,"[h] Kwp",41.99036972,-74.08764112,0,0,610
2NY5,"[h] Strong Memorial Hospital",43.12228444,-77.62279,0,0,554
2NY6,"[h] Slate Hill",41.37203861,-74.50765917,0,0,505
2NY8,"[h] Benbyre Farm",41.80342638,-74.18292362,0,0,260
2OH1,"[h] Magruder Memorial",41.50560638,-82.93269167,0,0,580
2OH5,"[h] Childrens Medical Center",39.77450305,-84.16827278,0,0,750
2OI3,"[h] Railway Stop",41.56782861,-83.52798778,0,0,620
2OI6,"[h] Park Medical Center",39.97034194,-82.96240362,0,0,1020
2OI7,"[h] Worthington Industries",40.11200777,-82.98157167,0,0,920
2OI9,"[h] Comprix",39.83950777,-82.90767862,0,0,725
2OR2,"[h] Pioneer Memorial Hospital",44.31234833,-120.8380775,0,0,2940
2OR5,"[h] Woodland Park Hospital",45.53317444,-122.55120389,0,0,300
2OR9,"[h] World Trade Center",45.5170625,-122.67370695,0,0,296
2PA9,"[h] Wilson",40.20010666,-75.29962139,0,0,460
2PN8,"[h] Federal Reserve Bank",39.93677944,-75.15045473,0,0,167
2PN9,"[h] Sun Company-radnor",40.04705388,-75.35768806,0,0,425
2PS0,"[h] Rotelle",40.19788472,-75.29906584,0,0,340
2PS2,"[h] Memorial Hospital",39.96620944,-76.69218889,0,0,410
2PS4,"[h] Wgal Tv",40.03704194,-76.33773751,0,0,360
2PS5,"[h] Rosini Residence",40.78675194,-76.58495917,0,0,960
2PS6,"[h] Brandywine Hospital",40.00954999,-75.78438945,0,0,565
2PS7,"[h] Merck Sharp & Dohme",40.21677444,-75.16628417,0,0,315
2PS8,"[h] Sunbury Community Hospital",40.86175166,-76.77746528,0,0,500
2PS9,"[h] Albert Einstein Medical Center",40.03677833,-75.14350917,0,0,270
2SD1,"[h] Mc Kennan Hospital",43.53414166,-96.71504945,0,0,1510
2T2,"[h] Memorial Medical Center",27.77975,-97.41415889,0,0,38
2T9,"[h] Cuero Community Hospital",29.11330888,-97.28332306,0,0,210
2TA0,"[h] Darmar Medical Emergency",29.78911805,-95.79967223,0,0,140
2TA2,"[h] The Medical Center Of Mesquite",32.76873972,-96.59943695,0,0,500
2TA5,"[h] Ehi",28.46972361,-96.49192,0,0,6
2TA7,"[h] Era Helicopters Sabine Base",29.69633027,-93.95655778,0,0,7
2TN0,"[h] Hospital Wing",35.14175638,-90.02675723,0,0,282
2TN1,"[h] Bmh Lauderdale",35.74305555,-89.53944445,0,0,415
2TN3,"[h] Oak Ridge",36.00146722,-84.24742112,0,0,1140
2TN5,"[h] Ach",35.43562888,-84.59993445,0,0,950
2TN6,"[h] Baptist Hospital",36.13755722,-86.73888695,0,0,690
2TN9,"[h] Bmhuc",36.4139525,-89.04673167,0,0,360
2TS1,"[h] Titus Regional Medical Center",33.17611111,-94.97083334,0,0,422
2TS7,"[h] Jamak Fabrication",32.78123916,-97.81642195,0,0,1050
2TS9,"[h] Tyler Dps",32.31403972,-95.23911556,0,0,570
2TX9,"[h] Ethyl Corp",29.74106111,-95.17076612,0,0,9
2U3,"[h] Tri-arc",40.75494611,-111.89465834,0,0,4367
2VA4,"[h] Winchester Medical Center",39.19510361,-78.19194556,0,0,831
2VA7,"[h] Virginia Beach General Hospital",36.86625916,-76.02576445,0,0,25
2WA0,"[h] Pcfd Nr 26",47.14482972,-121.63565278,0,0,1780
2WA5,"[h] Coulee Community Hospital",47.94570722,-119.0011325,0,0,1525
2WI3,"[h] Milwaukee County Medical Complex",43.04154055,-88.02309973,0,0,835
2XS9,"[h] Uvalde County Hospital Authority",29.21412777,-99.76783389,0,0,917
30CA,"[h] Indian Valley Hospital",40.13322388,-120.93023362,0,0,3482
30FD,"[h] City Of Fort Lauderdale",26.123975,-80.14421167,0,0,6
30FL,"[h] Putnam Community Hospital",29.64469083,-81.66091584,0,0,59
30II,"[h] Reid Memorial Hospital",39.84560333,-84.88523806,0,0,953
30KY,"[h] Wayne County Hospital",36.81951527,-84.86744639,0,0,923
30LA,"[h] Venice Base Heliport & Spb",29.27111111,-89.35583334,0,0,7
30NJ,"[h] Hillside Farm",40.39232777,-74.77905112,0,0,382
30OH,"[h] Bahl Helistop",40.75700111,-82.55017056,0,0,1345
30VA,"[h] Clinch Valley Medical Center",37.0945575,-81.82095056,0,0,1965
31CA,"[h] Baldwin Base",33.69390833,-117.83172139,0,0,50
31CO,"[h] Montrose Memorial Hospital",38.48054194,-107.86895084,0,0,5812
31FD,"[h] Florida State Hospital",30.7063025,-84.84242028,0,0,235
31IS,"[h] Mason District Hospital",40.30782027,-90.05456139,0,0,471
31LA,"[h] Operators Inc Training Facility",30.22659,-92.07678889,0,0,30
31NJ,"[h] Atlantic City Medical Center-mainland",39.47928388,-74.53932056,0,0,63
31NY,"[h] Troop E",42.95839666,-77.33720834,0,0,677
31OH,"[h] Au",40.77311222,-82.56267112,0,0,1300
31OK,"[h] Siegfried Point",36.48647222,-94.99079445,0,0,740
31OR,"[h] Heli-jet",44.06206861,-123.14481112,0,0,397
31T,"[h] Tenneco Lab Helistop",29.7230075,-95.47105223,0,0,58
32FL,"[h] Meyer",28.50139222,-81.44423778,0,0,105
32IN,"[h] Roto-whirl Ski World",39.15504861,-86.29721251,0,0,593
32KY,"[h] St Elizabeth Medical Center South",39.01033861,-84.55688723,0,0,873
32MI,"[h] William Beaumont Hospital",42.52225694,-83.19437306,0,0,710
32NJ,"[h] George Harms Const",40.20844583,-74.17458695,0,0,100
32NY,"[h] S J M Landing",42.42981194,-72.21674806,0,0,380
32TS,"[h] Seton Medical Center",30.30437361,-97.74583917,0,0,582
32VA,"[h] Pavilion",36.84681527,-75.98715195,0,0,14
33FL,"[h] Marion Correctional Institution",29.30525138,-82.17259445,0,0,85
33II,"[h] Lifeline Landing Area",39.65838055,-85.14357223,0,0,835
33NJ,"[h] Centra State Medical Center",40.23705555,-74.31098028,0,0,169
33PN,"[h] Skepton",40.38898944,-75.43795695,0,0,640
33T,"[h] Sw Police Station Nr 4",29.68856388,-95.45188528,0,0,55
33TS,"[h] Burleson County Hospital",30.52131555,-96.71608667,0,0,386
33TX,"[h] Tgp 1",27.74447138,-97.84638695,0,0,108
33WI,"[h] St Marys Hospital",44.53221388,-88.06593695,0,0,617
34GA,"[h] Cobb General Hospital",33.85732666,-84.60715556,0,0,1070
34KS,"[h] St Joseph",37.67168111,-97.29115528,0,0,1350
34MO,"[h] Cyanamid-hannibal",39.83254555,-91.44015167,0,0,468
34NJ,"[h] Chilton Memorial Hospital",40.95787583,-74.30959362,0,0,186
34OR,"[h] Providence Medical Center",45.52817416,-122.61203834,0,0,170
34TX,"[h] Buckmaster",32.62707722,-97.78364167,0,0,920
34VA,"[h] Loudoun Hospital Center",39.11982777,-77.5672125,0,0,375
34WA,"[h] Orbit",45.56789666,-122.31925806,0,0,22
34X,"[h] Vicksburg Medical Center",32.31875805,-90.88316001,0,0,110
35AK,"[h] Seal Island",70.49215472,-148.69514195,0,0,30
35FD,"[h] Coastal Helicopter Charter Inc",30.19464666,-85.83604417,0,0,17
35FL,"[h] St Vincents Medical Center",30.30885027,-81.68981862,0,0,63
35GA,"[h] Buford Precinct",34.09787861,-84.01240723,0,0,1070
35MO,"[h] Camp Clark Ahp",37.81670527,-94.30022556,0,0,900
35NJ,"[h] Mid-state",40.6003725,-75.71935751,0,0,260
35OH,"[h] Gainey",40.81866833,-81.52373112,0,0,940
35OI,"[h] Fawcett Center For Tomorrow",40.01061972,-83.018795,0,0,738
35PA,"[h] Spring Land",40.39371944,-75.16433612,0,0,550
35PN,"[h] Sabinsville-consolidated",41.87257027,-77.52053945,0,0,1618
35T,"[h] Ne Police Station Nr 2",29.81328166,-95.33632556,0,0,53
35TA,"[h] Childrens Presbyterian Health Ctr Of N",33.04345444,-96.83722389,0,0,669
35VA,"[h] Cmh Medical",36.73430944,-78.13444112,0,0,442
36FD,"[h] Bay Helicopters",30.19381194,-85.66131695,0,0,16
36FL,"[h] Mease Hospital Countryside",28.03890638,-82.70787778,0,0,32
36L,"[h] L A Co Sheriff Lakewood",33.85084916,-118.13340056,0,0,58
36LA,"[h] Lafayette Training Center - Cusa",30.1657575,-92.05873306,0,0,106
36NJ,"[h] Colliers Mills",40.0634475,-74.44126167,1,0,130
36PN,"[h] Us Army Reserve Center",39.96677666,-75.45242084,0,0,480
36T,"[h] Nw Police Station Nr 5",29.8568925,-95.53938667,0,0,101
36TA,"[h] Gw",29.55328388,-98.49196223,0,0,824
36TS,"[h] 4bh",30.71880027,-97.77334639,0,0,920
37FD,"[h] Ringhaver",27.98890833,-80.62699889,0,0,31
37KY,"[h] Uk Hospital",38.03091055,-84.50827195,0,0,1050
37L,"[h] Sheriffs",34.699985,-118.05923667,0,0,2367
37NJ,"[h] Deepwater",39.69761333,-75.49491945,0,0,0
37NY,"[h] Cuba Meml Hospital",42.2209,-78.26640334,0,0,1600
37OH,"[h] Southwest General Hospital",41.37088444,-81.79485556,0,0,792
37OK,"[h] Valley View Hospital",34.77619805,-96.63334362,0,0,1072
37VA,"[h] Lynnhaven",36.86542583,-76.03437584,0,0,20
37X,"[h] Florida Hospital",28.57555611,-81.36840251,0,0,75
38E,"[h] St Marys Helistop",32.22646472,-110.99953723,0,0,2345
38FD,"[h] Griffins Main Office",27.73697388,-81.53202001,0,0,125
38FL,"[h] Flagler Hospital",29.86219138,-81.31673862,0,0,26
38GA,"[h] Lanier Park Hospital",34.31972222,-83.79666667,0,0,1171
38IL,"[h] Abraham Lincoln Meml Hosp",40.14976555,-89.37120723,0,0,593
38KY,"[h] Grant County Hospital",38.63590222,-84.56855334,0,0,956
38L,"[h] Loma Linda University Medical Center",34.05001388,-117.26448584,0,0,1223
38NJ,"[h] Wjrz Radio",39.69928583,-74.23430695,0,0,11
38OH,"[h] Dayton Transportation Cntr",39.75839194,-84.19160667,0,0,800
38OK,"[h] Duncan Regional Hospital",34.52119083,-97.97225778,0,0,1120
38R,"[h] John S Dunn Helistop",29.713285,-95.39549473,0,0,73
38TA,"[h] Kurio",29.80189416,-95.56549889,0,0,110
38TS,"[h] Steeplechase",29.92605694,-95.59161001,0,0,120
38TX,"[h] Lyndon B Johnson General Hospital",29.81272611,-95.311325,0,0,40
38VA,"[h] State Police Division Three",37.3604225,-78.86890389,0,0,830
38X,"[h] Princeton Hospital",28.56833444,-81.43395973,0,0,91
39CA,"[h] Sce Palm Springs District",33.78640666,-117.46615639,0,0,300
39FL,"[h] Palm Beach Sheriffs Range",26.71700916,-80.1997675,0,0,20
39GA,"[h] Wayne Memorial Hospital",31.60160305,-81.89705889,0,0,99
39KY,"[h] Somerset-pulaski Co Ems",37.085355,-84.62577528,0,0,993
39L,"[h] Memorial Medical Center Long Beach",33.80835027,-118.18729084,0,0,84
39LL,"[h] Rainbow",40.77531472,-89.67593306,0,0,700
39NJ,"[h] Troop B",40.90009861,-74.22736834,0,0,190
39OR,"[h] Croman",42.42916666,-122.87555556,0,0,1280
39TA,"[h] Jacintoport",29.76911555,-95.12493139,0,0,27
39TS,"[h] Hearthstone",29.87966972,-95.63077806,0,0,125
39TX,"[h] Sony Microelectronics Helistop",29.44467666,-98.64002084,0,0,765
39XS,"[h] Palo Pinto General Hospital",32.79873805,-98.14587862,0,0,920
3AL0,"[h] Fayette County Hospital",33.70916666,-87.82361112,0,0,370
3AZ0,"[h] Flagstaff Medical Center East",35.20834444,-111.64349473,0,0,7016
3AZ1,"[h] Pixley-richards Gilbert",33.37226972,-111.83652834,0,0,1231
3AZ3,"[h] Emergency Medical",36.91721083,-111.46376862,0,0,4300
3AZ4,"[h] Phoenix General Satellite Hospital",33.66587222,-112.11515167,0,0,1380
3AZ6,"[h] Del E Webb Memorial Hospital",33.65989833,-112.37321806,0,0,1255
3AZ7,"[h] The Buttes In Tempe",33.40337888,-111.97320001,0,0,1297
3AZ9,"[h] Ina Road",32.33507388,-111.07176556,0,0,2192
3CA0,"[h] Burroughs",35.70412194,-119.37650334,0,0,262
3CA1,"[h] Newport Beach Police",33.62641027,-117.87727889,0,0,156
3CA2,"[h] Jamboree Center Helistop",33.67779777,-117.83699973,0,0,77
3CA6,"[h] J.h. Snyder Co. Iii",34.06251027,-118.35229917,0,0,559
3CA8,"[h] Holy Cross Medical Center",34.27972388,-118.46147306,0,0,1031
3CL3,"[h] World Trade Center",33.77779583,-118.19951306,0,0,398
3CL4,"[h] Super Bowl",34.17278388,-118.17090278,0,0,960
3CL5,"[h] Chase Plaza",34.03723472,-118.25812973,0,0,412
3CL6,"[h] Long Point",33.73696166,-118.39368417,0,0,85
3CL7,"[h] Raleigh Enterprises",34.03612111,-118.44202362,0,0,200
3CL8,"[h] Toyota Helistop",33.85640277,-118.31257223,0,0,60
3CL9,"[h] Sce Northern Division",34.28805555,-119.16899445,0,0,273
3CO3,"[h] Sterling Regional Med Center",40.61248555,-103.21993139,0,0,3946
3CO8,"[h] E.p.m.c.",40.37165027,-105.51555362,0,0,7674
3CO9,"[h] D B Smith Memorial",38.71248944,-105.14220306,0,0,9710
3FD2,"[h] L R M C Emergency Helistop",28.80832305,-81.86702445,0,0,75
3FD3,"[h] Holmes Regional Medical Center",28.08779333,-80.61366445,0,0,40
3FD5,"[h] Arnold Palmer Hospital",28.5225025,-81.38034778,0,0,150
3FD7,"[h] Indian River Memorial Hospital",27.66392027,-80.39616223,0,0,11
3GA2,"[h] Tanner Medical Center",33.57011055,-85.07494445,0,0,1062
3GA4,"[h] Stonewall",33.60094416,-84.54909695,0,0,1020
3H0,"[h] Passavant Meml Area Hosp Association",39.74865805,-90.2506775,0,0,604
3I5,"[h] Lawrence Co Memorial Hospital",38.7281025,-87.69474862,0,0,470
3IA0,"[h] Washington County Hospital",41.28918361,-91.68766667,0,0,760
3IA2,"[h] Greene County Medical Center",42.01664972,-94.38774639,0,0,1050
3IA3,"[h] Des Moines General Hospital",41.59415583,-93.60077278,0,0,889
3IA6,"[h] Ottumwa Hospital",41.02890333,-92.39074028,0,0,845
3IA7,"[h] Daec",42.10194,-91.77712362,0,0,753
3IA8,"[h] Kah",40.40698833,-91.38709612,0,0,617
3II4,"[h] Lafayette Home Hospital",40.4197575,-86.86667556,0,0,680
3II6,"[h] Hawthorn Mine",38.93198888,-87.24056945,0,0,533
3II7,"[h] Army Aviation Support Facility",39.58338027,-85.79997945,0,0,790
3IL0,"[h] Patten Industries",41.92419611,-87.96339862,0,0,695
3IL8,"[h] Evanston Hospital-golf Course Site",42.06475166,-87.68450334,0,0,610
3IS1,"[h] Stewart",42.27085305,-89.09566167,0,0,760
3KS0,"[h] Stormont-vail Hospital",39.0525,-95.69553751,0,0,920
3KS6,"[h] St Mary Hospital",39.18888583,-96.58639195,0,0,1150
3L6,"[h] Northrop Anaheim",33.86501472,-117.91700417,0,0,160
3L7,"[h] Anaheim Police",33.82737666,-117.90200278,0,0,148
3L8,"[h] R I An Anaheim Helistop G L B 201",33.85362638,-117.85089084,0,0,222
3L9,"[h] Ri An Anaheim Helistop B 250",33.85973722,-117.85005778,0,0,342
3LA5,"[h] Petroleum Helicopters",30.21687305,-93.15376362,0,0,10
3LA7,"[h] Station 507f",29.76549777,-92.95792417,0,0,5
3LL7,"[h] St Margarets Hospital",41.325035,-89.1973075,0,0,625
3M1,"[h] Hermitage Lions",37.94722222,-93.33361112,0,0,902
3MA0,"[h] Digital",42.50981666,-71.13644306,0,0,80
3MA1,"[h] Marlborough Hospital",42.35620472,-71.55506528,0,0,520
3MA3,"[h] Seapuit",41.61149916,-70.41530278,0,0,20
3MA4,"[h] North Chatham",41.71483305,-69.96612667,0,0,10
3MA6,"[h] Happy",41.58371472,-71.04059639,0,0,127
3MA7,"[h] Gear Plant",42.45231861,-70.965605,0,0,10
3MA8,"[h] Sadler Hill",42.6223175,-70.65226639,0,0,125
3MA9,"[h] Marston Mills",41.6403875,-70.40780251,0,0,10
3MD2,"[h] Garrett County Memorial Hospital",39.41315194,-79.40115556,0,0,2457
3MD3,"[h] Hoopers",38.31150388,-75.12046278,0,0,3
3MD7,"[h] Green Terrace",39.40260694,-76.50496417,0,0,310
3MI1,"[h] Fuller",42.56225444,-83.65910806,0,0,1060
3MI4,"[h] Clear Sky",42.18504055,-85.72167195,0,0,980
3MI6,"[h] Highland",42.65697472,-83.65022195,0,0,1040
3MI8,"[h] Bendix",42.48059083,-83.24770723,0,0,715
3MN4,"[h] Agri Helicopter Inc",44.09412944,-93.26799,0,0,1148
3MO1,"[h] Police Dept Helicopter Maint Facility",39.04583861,-94.49745334,0,0,855
3MO3,"[h] Research Medical Center",39.00806138,-94.55814945,0,0,947
3MO9,"[h] Quad State Helicopter",40.03332861,-94.53773612,0,0,1080
3MS0,"[h] Grand Gulf",32.01404555,-91.05205195,0,0,160
3N2,"[h] Jersey Shore Medical Center",40.20844611,-74.04124917,0,0,40
3N4,"[h] Newark",40.73899,-74.16514417,0,0,5
3NA7,"[h] J. R.",47.3861075,-98.71704806,0,0,1530
3NC2,"[h] Nc Executive Downtown",35.7251525,-78.61972612,0,0,340
3NJ0,"[h] Hamilton Farm",40.70843416,-74.68293862,0,0,315
3NJ2,"[h] Educational Testing",40.34177361,-74.71627112,0,0,270
3NJ3,"[h] Dow Jones & Co. Inc.",40.37038444,-74.58598917,0,0,76
3NJ4,"[h] Sarnoff Princeton",40.33344055,-74.63293501,0,0,90
3NJ7,"[h] Pfister Helistop",40.85009972,-74.01625056,0,0,7
3NK1,"[h] Community General Hospital",41.70925611,-74.73599528,0,0,1250
3NK3,"[h] Ibm East Fishkill",41.53370444,-73.83374528,0,0,322
3NK7,"[h] B-g",42.42480166,-74.45098001,0,0,1100
3NK9,"[h] Arnot Ogden Hospital",42.1009075,-76.82551223,0,0,909
3NY1,"[h] Old Orchard Road",41.11481833,-73.71513056,0,0,527
3NY2,"[h] Astoria",40.78621222,-73.91208112,0,0,15
3NY8,"[h] Suny Health Science Center",43.04201083,-76.14047945,0,0,452
3OH2,"[h] Api",40.81033416,-81.62929195,0,0,1120
3OI4,"[h] Valley View",41.24991416,-82.66518001,0,0,700
3OI5,"[h] Welded",41.54505166,-83.64437945,0,0,635
3OI7,"[h] Valley Asphalt",39.28589111,-84.43021973,0,0,580
3OI8,"[h] St Lukes Hospital",41.55699611,-83.68243612,0,0,638
3OI9,"[h] Vjs.",41.47644194,-81.46595167,0,0,1050
3OK3,"[h] Cedar Crest",36.10509694,-95.23524001,0,0,582
3OK4,"[h] St Anthony",35.47894861,-97.51781667,0,0,1300
3OK6,"[h] Mauney",36.07843055,-95.85943389,0,0,680
3OR0,"[h] Pge Service Center",45.49595194,-122.64787278,0,0,76
3OR3,"[h] Hessel Tractor",45.58872861,-122.65398528,0,0,284
3OR4,"[h] Babler Bros Inc",45.57983972,-122.65787445,0,0,50
3OR5,"[h] Elkins",44.86012027,-123.03842834,0,0,550
3OR6,"[h] Western Div Service Center",45.45400277,-123.15538584,0,0,234
3OR7,"[h] Trojan",46.03316722,-123.11789306,0,0,26
3PA5,"[h] Davis Family Furniture",40.31034694,-79.6550425,0,0,1000
3PA7,"[h] Nason Hospital",40.33896388,-78.3914025,0,0,1336
3PN4,"[h] Jameson Memorial Hospital",40.01312916,-80.3622875,0,0,955
3PN5,"[h] H.g.f.",40.56509666,-75.55796334,0,0,420
3PS0,"[h] Chester County Hospital",39.97066388,-75.60382167,0,0,460
3PS1,"[h] Pitcairn",40.12594305,-75.07878306,0,0,190
3PS2,"[h] Chestnut Street Garage",40.2584225,-76.87969556,0,0,385
3PS3,"[h] Richard L Miller",40.38925833,-76.31078751,0,0,590
3PS5,"[h] Shamokin Hospital",40.80536333,-76.56995806,0,0,720
3PS6,"[h] Divine Providence Hospital",41.26007833,-76.9833,0,0,581
3Q6,"[h] Rodgers Flat",39.96655222,-121.28440945,0,0,1560
3Q7,"[h] Big Creek Helistop",37.20105666,-119.25151223,0,0,4960
3T8,"[h] Cbd",29.75383916,-95.35743778,0,0,35
3TA3,"[h] Baltzells Las Brisas",29.58828361,-98.94614139,0,0,1165
3TN1,"[h] Methodist Hospital-north",35.23397666,-89.89286445,0,0,346
3TN3,"[h] Thompson",36.00839555,-86.59999528,0,0,571
3TN5,"[h] Holston Valley Hospital",36.55361111,-82.55333334,0,0,1270
3TN7,"[h] Pigeon Forge",35.72425638,-83.63933501,0,0,1400
3TS2,"[h] West Community Hospital",31.81638888,-97.09277778,0,0,650
3TS4,"[h] Intermedics",29.20329805,-95.43744,0,0,34
3TS6,"[h] Lawrence Administrative Services Inc",30.34520861,-95.47771862,0,0,252
3TS7,"[h] Mplha",29.9352225,-95.38410389,0,0,94
3TS8,"[h] Dailey Inc",29.78939333,-95.27743528,0,0,25
3TX0,"[h] Texas Dept. Of Public Safety",27.74114055,-97.43499223,0,0,37
3VA6,"[h] Beaver Lodge Estate",38.51956805,-77.57359778,0,0,340
3VA9,"[h] Danville Life Saving Crew",36.58569388,-79.40918973,0,0,520
3WA5,"[h] Barnes Lonesome Polecat Ranch",48.25833333,-122.66666667,1,0,188
3WA6,"[h] Boeing Kent",47.41871083,-122.260955,0,0,25
3WA7,"[h] Kent Benaroya",47.41454444,-122.23039917,0,0,25
3WA8,"[h] Evergreen General Hospital",47.93315194,-122.18457639,0,0,190
3X3,"[h] Hardrives Delta Nr 3 Helistop",26.43368555,-80.09087612,0,0,15
3X9,"[h] Road Rock Inc",26.13425222,-80.1522675,0,0,21
3XS2,"[h] Citizens Medical Center",28.81415583,-96.97637528,0,0,95
3XS3,"[h] Victoria Bank & Trust Motor Garage",28.803045,-97.00582056,0,0,115
40CA,"[h] City Of Industry Civic Financial Cente",34.02445555,-117.95923056,0,0,322
40GA,"[h] Smyrna Hospital",33.85982638,-84.51382028,0,0,930
40IS,"[h] Childrens Memorial Hospital",41.92558777,-87.64644306,0,0,720
40L,"[h] Naval Hospital Long Beach",33.82612666,-118.08367612,0,0,32
40ND,"[h] Gorder Farm",46.3846825,-96.82258001,0,0,951
40NJ,"[h] Osterman",40.48621527,-74.73571667,0,0,200
40NY,"[h] Entenmanns",40.76620916,-73.26539473,0,0,81
40OR,"[h] St Anthonys Hospital",45.67290805,-118.76970639,0,0,1145
40PA,"[h] Specialty Records",41.45896972,-75.58102028,0,0,913
40T,"[h] Veterans Affairs Medical Center",29.70023,-95.38743889,0,0,49
40TX,"[h] Tgp 25",30.32187666,-95.16160084,0,0,163
40VA,"[h] Martinsville Henry County Memorial Hos",36.69985944,-79.86670473,0,0,1010
40WA,"[h] Signal Peak Lookout",46.2331775,-121.13451751,0,0,5111
