icao,"name",lat,lon,runways,ils,elev_ft_AMSL
ETSI,"Ingolstadt Manching",48.71429400,11.53226000,2,1,1202
EVRA,"Riga Intl",56.92243900,23.98030100,1,1,34
EYKA,"Kaunas Intl",54.96690300,24.07696100,1,2,256
EYPA,"Palanga Intl",55.9731155,21.093811,1,1,33
EYSA,"Siauliai Intl",55.89289675,23.39381725,2,2,443
EYVI,"Vilnius Intl",54.6341665,25.28579609,1,2,646
F45,"North Palm Beach Co Gen Avn",26.846323,-80.220735,3,1,22
FACT,"Cape Town International",-33.96906800,18.59523500,2,2,151
FADN,"Durban Intl",-29.96654900,30.94268000,1,2,33
FAEL,"East London",-33.03791400,27.82828100,2,2,435
FAGG,"George",-34.00453200,22.37851500,1,2,648
FAJS,"Johannesburg Or Thambo Intl",-26.13263800,28.23224700,2,3,5558
FAKN,"Kruger Mpumalanga Intl",-25.38108600,31.09980000,1,1,2829
FALA,"Lanseria",-25.93526500,27.92481400,2,1,4517
FALW,"Langebaanweg",-32.97149700,18.15363900,4,1,108
FAMM,"Mafikeng",-25.79687700,25.54096000,1,1,4181
FAPE,"Port Elizabeth",-33.98403900,25.61154400,3,2,226
FAWK,"Waterkloof Afb",-25.82485400,28.21676300,2,1,4940
FEFF,"Bangui M Poko",4.39314990,18.52500920,1,1,1208
FGSL,"Malabo",3.755267,8.708717,1,1,76
FIMP,"Sir Seewoosagur Ramgoolam Intl",-20.4302345,57.6836015,1,1,186
FJDG,"Diego Garcia Nsf",-7.313268,72.41109,1,1,9
FKKD,"Douala",4.01183200,9.71690600,2,1,33
FLLS,"Lusaka Intl",-15.32854725,28.457296,2,1,3779
FMCH,"Prince Said Ibrahim",-11.5336625,43.2718485,1,1,93
FMEE,"St Denis Gillot",-20.89198700,55.51345600,2,1,66
FMMI,"Ivato",-18.79695,47.4788065,1,1,4198
FMMT,"Toamasina",-18.1095165,49.392536,1,1,22
FNLU,"Luanda 4 De Fevereiro",-8.8583765,13.23117775,2,1,243
FOOL,"Leon M Ba",0.45775400,9.41013000,1,1,39
FOON,"Mvengue",-1.6561555,13.4380375,1,1,1450
FQBR,"Beira",-19.79912600,34.90400600,3,1,33
FQMA,"Maputo",-25.91552925,32.57690075,2,1,145
FSIA,"Seychelles Intl",-4.674378,55.521829,1,1,10
FTTJ,"Ndjamena Hassan Djamous",12.12936600,15.03293500,1,1,968
FVBU,"J M Nkomo Intl",-20.01520625,28.622707,2,1,4359
FVFA,"Victoria Falls Intl",-18.0958805,25.8390045,1,1,3490
FVHA,"Harare Intl",-17.931806,31.0928475,1,1,4887
FWKI,"Kamuzu Intl",-13.78630160,33.78082660,1,1,4035
FXMM,"Moshoeshoe I Intl",-29.45897775,27.55317275,2,1,5348
FYWH,"Windhoek Hosea Kutako Intl",-22.48723100,17.46268500,2,1,5640
FZAA,"Ndjili Intl",-4.38575,15.4445695,1,1,1027
FZQA,"Lubumbashi Intl",-11.5912665,27.5308845,1,1,4295
GABS,"Bamako Senou",12.54065800,-7.94586900,1,1,1246
GCFV,"Fuerteventura",28.45451200,-13.86755800,2,1,85
GCLP,"Gran Canaria",27.93578100,-15.39082200,2,2,77
GCRR,"Lanzarote",28.94937100,-13.60916100,1,1,0
GCTS,"Tenerife Sur",28.04827600,-16.57514600,1,2,209
GCXO,"Tenerife Norte - Los Rodeos",28.48568554,-16.34197110,1,2,2076
GMAD,"Agadir Al Massira",30.33001285,-9.40693951,1,1,250
GMFO,"Angads",34.787149,-1.923985,1,1,1535
GMME,"Sale",34.04539490,-6.76117990,1,1,276
GMMN,"Casablanca Mohammed V Intl",33.36489870,-7.57978920,2,2,656
GMMX,"Menara",31.61046980,-8.02513500,1,1,1545
GMMZ,"Ouarzazate",30.939076,-6.909475,1,1,3782
GMTT,"Ibn Batouta",35.72457500,-5.91041850,2,1,62
GOOY,"Dakar Leopold Sedar Senghor Intl",14.74438900,-17.48864400,2,1,85
GQNN,"Nouakchott",18.0977725,-15.9480305,1,1,7
GVAC,"Sal Amilcar Cabral Intl",16.73240600,-22.94477600,2,1,177
HAAB,"Bole Intl",8.97854900,38.78914260,2,1,7656
HBBA,"Bujumbura Intl",-3.32596920,29.32265470,1,1,2582
HDAM,"Djibouti Ambouli",11.55113700,43.14449310,1,1,49
HEAT,"Asyut Intl",27.046508,31.011982,1,1,772
HEAZ,"Almaza Afb",30.092404,31.3601705,2,1,300
HEBA,"Borg El Arab Intl",30.9127531666667,29.6896888333333,3,1,177
HEBL,"Abu Simbel",22.36666490,31.61306760,1,1,616
HECA,"Cairo Intl",30.12389400,31.40022300,3,4,382
HECW,"Cairo West",30.11695425,30.91841325,2,1,550
HEGN,"Hurghada Intl",27.18247220,33.80284120,1,1,52
HELX,"Luxor Intl",25.671086,32.706403,1,1,294
HESH,"Sharm El Sheikh Intl",27.98111340,34.39117810,2,1,143
HESN,"Aswan Intl",23.97427560,32.82194520,1,1,662
HETB,"Taba Intl",29.588393,34.7775615,2,1,2415
HHAS,"Asmara_intl",15.29299000,38.90542200,2,1,7660
HHMS,"Massawa Intl",15.670011,39.370021,1,1,194
HKJK,"Nairobi Jomo Kanyatta Intl",-1.33125518,36.92984135,1,1,5330
HKMO,"Mombasa Moi Intl",-4.03711840,39.59758000,2,1,200
HLLB,"Benina",32.09441760,20.26035880,2,1,433
HLLQ,"El Beida",32.7894555,21.95835825,2,1,2157
HLLS,"Sebha",26.99772070,14.46560860,2,1,1427
HLLT,"Tripoli Intl",32.66849140,13.14443780,2,1,263
HRYR,"Kigali Intl",-1.968628,30.13945,1,1,4859
HSSS,"Khartoum",15.58800510,32.55142590,1,2,1265
HTDA,"Mwalimu Julius K Nyerere Intl",-6.87279800,39.20417790,2,1,182
HTKJ,"Kilimanjaro Intl",-3.4294555,37.074499,1,1,2932
HUEN,"Entebbe Intl",0.04098540,32.44161220,2,1,3782
KABE,"Lehigh Valley Intl",40.65830400,-75.44156400,2,3,394
KABI,"Abilene Rgnl",32.4131733333333,-99.6832326666667,3,1,1791
KABQ,"Albuquerque International Sunport",35.04871100,-106.60637500,4,2,5355
KABR,"Aberdeen Rgnl",45.448275,-98.42294025,2,1,1302
KABY,"Southwest Georgia Rgnl",31.535407,-84.1947245,2,1,197
KACJ,"Souther Fld",32.1109925,-84.1889395,2,1,471
KACK,"Nantucket Mem",41.25655700,-70.06471300,3,1,48
KACT,"Waco Rgnl",31.60944078,-97.22316235,2,1,516
KACV,"Arcata",40.97251102,-124.10732616,2,1,221
KACY,"Atlantic City Intl",39.45555385,-74.58813412,2,1,75
KADM,"Ardmore Muni",34.303193375,-97.01676075,4,1,762
KADS,"Addison",32.968558,-96.836454,1,1,644
KADW,"Andrews Afb",38.8108095,-76.86712225,2,2,280
KAEG,"Albuquerque Double Eagle Ii",35.15494100,-106.79525900,2,1,5837
KAEX,"Alexandria Intl",31.3273535,-92.54824425,2,1,89
KAFP,"Anson Co",35.0206385,-80.077118,1,1,300
KAFW,"Fort Worth Alliance",32.98614150,-97.31248661,2,1,722
KAGC,"Allegheny Co",40.3544058333333,-79.9308423333333,3,1,1252
KAGS,"Augusta Rgnl At Bush Fld",33.36950700,-81.97176400,2,2,144
KAHN,"Athens Ben Epps",33.94849225,-83.32582075,2,1,808
KAID,"Anderson Muni Darlington Fld",40.10855875,-85.612641,2,1,919
KAIZ,"Lee C Fine Mem",38.0960335,-92.5494765,1,1,869
KAKR,"Akron Fulton Intl",41.03922141,-81.45749016,2,1,1067
KALB,"Albany Intl",42.75291491,-73.79977211,2,1,285
KALI,"Alice Intl",27.741133,-98.0268925,3,1,178
KALN,"St Louis Rgnl",38.8902235,-90.04655425,2,1,544
KALO,"Waterloo Rgnl",42.5567078333333,-92.4003761666667,3,1,873
KALS,"San Luis Valley Rgnl Bergman Fld",37.43479375,-105.86550475,2,1,7539
KALW,"Walla Walla Rgnl",46.09217732,-118.27884604,3,1,1205
KAMA,"Rick Husband Amarillo Intl",35.23172255,-101.70634669,2,2,3607
KAMN,"Gratiot Community",43.32568114,-84.68649176,2,1,754
KAMW,"Ames Muni",41.99262875,-93.62183325,2,1,955
KANB,"Anniston Metropolitan",33.58916900,-85.85810900,1,1,612
KAND,"Anderson Rgnl",34.49439200,-82.71087600,2,1,782
KANE,"Anoka Co Blaine (janes Field)",45.14210011,-93.21571281,2,1,912
KAOH,"Lima Allen Co",40.70484805,-84.02676900,2,1,975
KAOO,"Altoona Blair Co",40.29648,-78.3199215,2,1,1504
KAPA,"Centennial",39.5701161666667,-104.848131833333,3,1,5883
KAPC,"Napa Co",38.20789654,-122.27866431,3,1,35
KAPN,"Alpena Co Rgnl",45.07839225,-83.55986175,2,1,689
KARA,"Acadiana Rgnl",30.037754,-91.883893,1,1,24
KARR,"Aurora Muni",41.7720658333333,-88.4752281666667,3,2,712
KART,"Watertown Intl",43.99192125,-76.0217385,2,1,325
KARV,"Lakeland Noble F Lee Mem Fld",45.927337,-89.7305355,2,1,1630
KASE,"Aspen Pitkin Co Sardy Fld",39.22578100,-106.86809500,1,2,7820
KASG,"Springdale Muni",36.1764,-94.1192475,1,1,1353
KASH,"Boire Field Nashua",42.78012400,-71.51589593,1,1,199
KAST,"Astoria Rgnl",46.15577010,-123.88189238,2,1,15
KASW,"Warsaw Muni",41.27522625,-85.8412465,2,1,850
KATL,"Hartsfield Jackson Atlanta Intl",33.64072491,-84.42145937,5,10,1026
KATW,"Outagamie Co Rgnl",44.25907200,-88.51127900,2,2,918
KATY,"Watertown Rgnl",44.91397725,-97.154718,2,1,1748
KAUG,"Augusta State",44.31816500,-69.79374700,2,1,352
KAUO,"Auburn Opelika Robert G Pitts",32.61545625,-85.43367,2,1,777
KAUS,"Austin Bergstrom Intl",30.19610225,-97.66553764,2,2,542
KAVC,"Mecklenburg Brunswick Rgnl",36.6882875,-78.054468,1,1,442
KAVL,"Asheville Rgnl",35.43489500,-82.53763600,1,2,2165
KAVP,"Wilkes Barre Scranton Intl",41.33616479,-75.72866131,2,1,962
KAWO,"Arlington Municipal",48.16170012,-122.15357609,2,1,465
KAXN,"Chandler Fld",45.8662945,-95.39456025,2,1,1425
KAYS,"Waycross Ware Co",31.2486838333333,-82.3948721666667,3,1,142
KAZO,"Kalamazoo Battle Creek Intl",42.235236,-85.552226,3,1,874
KBAB,"Beale Afb",39.13613731,-121.4366286,1,1,113
KBAD,"Barksdale Afb",32.49648100,-93.67243700,1,2,166
KBAF,"Barnes Muni",42.15783025,-72.715513495,2,1,271
KBAK,"Columbus Muni",39.25553200,-85.89722300,2,1,656
KBDL,"Bradley Intl",41.94563207,-72.68931346,3,2,172
KBDR,"Igor I Sikorsky Mem",41.16361620,-73.12770080,3,1,9
KBED,"Laurence G Hanscom Field",42.46503100,-71.28855900,2,1,133
KBEH,"Southwest Michigan Rgnl",42.128819,-86.4288013333333,3,1,643
KBFD,"Bradford Rgnl",41.79944591,-78.63954429,2,1,2143
KBFF,"Western Neb Rgnl William B Heilig Fld",41.874016125,-103.59565086,2,1,3967
KBFI,"Boeing Field King Co Intl",47.52915492,-122.30434900,2,1,20
KBFL,"Meadows Fld",35.43432480,-119.05332267,2,1,507
KBFM,"Mobile Downtown",30.6272075,-88.06788575,2,1,26
KBGE,"Decatur Co Industrial Airpark",30.97153575,-84.637048,2,1,141
KBGM,"Greater Binghamton Edwin A Link Fld",42.20818725,-75.98032175,2,1,1636
KBGR,"Bangor Intl",44.8074375,-68.8281265,1,1,192
KBHB,"Hancock Co Bar Harbor",44.449529915,-68.361036905,2,1,83
KBHM,"Birmingham International",33.55983400,-86.75158100,2,3,643
KBIJ,"Early Co",31.39751,-84.894799,1,1,214
KBIL,"Billings Logan Intl",45.80341000,-108.53630100,3,2,3652
KBIS,"Bismarck Muni",46.77212500,-100.75218200,2,2,1661
KBIX,"Keesler Afb",30.410425,-88.924432,1,1,33
KBJC,"Rocky Mountain Metropolitan Airport",39.9090178333333,-105.116967666667,3,1,5670
KBJI,"Bemidji Rgnl",47.50939575,-94.933733,2,1,1390
KBKF,"Buckley Afb",39.7017585,-104.751961,1,1,5662
KBKL,"Burke Lakefront",41.51208900,-81.68890400,2,1,583
KBKV,"Hernando Co",28.47505200,-82.43866000,2,1,77
KBKW,"Raleigh Co Mem",37.78643075,-81.12414875,2,1,2504
KBKX,"Brookings Rgnl",44.3047385,-96.8176235,2,1,1648
KBLF,"Mercer Co",37.295794,-81.2076905,1,1,2857
KBLI,"Bellingham Intl",48.79421536,-122.53204085,1,1,170
KBLM,"Monmouth Executive",40.18441758,-74.11795555,2,1,159
KBLV,"Scott Afb Midamerica",38.54671745,-89.83504724,2,2,459
KBMG,"Monroe Co",39.14927700,-86.61236600,2,1,846
KBMI,"Central Illinois Rgnl",40.47374000,-88.90708900,3,2,871
KBNA,"Nashville_intl",36.11522125,-86.67498227,4,6,598
KBOI,"Boise Air Terminal (gowen Field)",43.55584077,-116.21927280,3,1,2871
KBOS,"Boston Logan Intl",42.36577472,-71.01847370,6,3,20
KBPK,"Ozark Rgnl",36.368942,-92.4705265,1,1,928
KBPT,"Southeast Texas Rgnl",29.95088118,-94.0210364,2,1,15
KBQK,"Brunswick Golden Isles",31.258808,-81.4664945,1,1,26
KBRD,"Brainerd Lakes Rgnl",46.39339057,-94.14064391,3,2,1226
KBRL,"Southeast Iowa Rgnl",40.7836855,-91.125716,2,1,698
KBRO,"Brownsville South Padre Island Intl",25.90486663,-97.43106230,3,1,21
KBTL,"W K Kellogg",42.31356000,-85.23821300,3,1,952
KBTM,"Bert Mooney",45.95492200,-112.50300600,3,1,5550
KBTP,"Butler Co K W Scholter Fld",40.7765915,-79.951089,1,1,1248
KBTR,"Baton Rouge Metro Ryan Fld",30.5330521666667,-91.149041,3,2,70
KBTV,"Burlington Intl",44.47114748,-73.15563428,2,1,334
KBUF,"Buffalo Niagara Intl",42.93418000,-78.73047600,2,3,724
KBUR,"Bob Hope",34.19981625,-118.35444844,2,1,778
KBUY,"Burlington Alamance Rgnl",36.048543,-79.474889,1,1,617
KBVO,"Bartlesville Muni",36.75858300,-96.00818600,1,1,713
KBVX,"Batesville Rgnl",35.72698125,-91.6453395,2,1,464
KBVY,"Beverly Muni",42.58252000,-70.91655700,2,1,107
KBWD,"Brownwood Rgnl",31.7935465,-98.95665275,2,1,1387
KBWG,"Bowling Green Warren Co Rgnl",36.963899,-86.41973825,2,1,547
KBWI,"Baltimore Washington Intl",39.17914650,-76.66841004,4,3,146
KBXM,"Brunswick Executive",43.89851182,-69.94727308,2,1,75
KBYH,"Arkansas Intl",35.95948624,-89.95041877,1,1,254
KBZN,"Gallatin Fld",45.77554300,-111.15667000,3,1,4471
KCAE,"Columbia Metropolitan",33.93875,-81.1193675,2,3,236
KCAK,"Akron Canton Rgnl",40.91496873,-81.43668210,2,2,1228
KCBF,"Council Bluffs Municipal",41.25853265,-95.76281215,2,1,1253
KCBM,"Columbus Afb",33.6454648333333,-88.4470746666667,3,2,219
KCCO,"Newnan Coweta Co",33.311564,-84.769754,1,1,970
KCCR,"Buchanan Field",37.98582890,-122.05529346,4,1,26
KCDC,"Cedar City Rgnl",37.70118275,-113.09862575,2,1,5622
KCDI,"Cambridge Muni",39.97618747,-81.57876527,1,1,799
KCDW,"Essex County",40.87550778,-74.27738329,2,1,172
KCEC,"Crescent City - Jack Mc Namara Fld",41.77838100,-124.24098200,2,1,57
KCEF,"Westover Arb Metropolitan",42.195092235,-72.534403995,2,1,241
KCEW,"Bob Sikes",30.77723900,-86.52455100,1,1,213
KCGF,"Cuyahoga Co",41.56118376,-81.48483691,1,1,879
KCGI,"Cape Girardeau Rgnl",37.22543275,-89.5706745,2,1,342
KCGZ,"Casa Grande Muni",32.954899,-111.7668195,1,1,1464
KCHA,"Lovell Field",35.02961674,-85.20047839,2,2,683
KCHO,"Charlottesville Albemarle",38.13946260,-78.44919525,1,1,639
KCHS,"Charleston Afb Intl",32.89490900,-80.02703100,2,2,45
KCIC,"Chico Muni",39.795263,-121.8588715,2,1,238
KCID,"The Eastern Iowa",41.88473275,-91.71029925,2,2,869
KCIU,"Chippewa Co Intl",46.2514055,-84.47271725,2,1,800
KCJR,"Culpeper Rgnl",38.525475,-77.859628,1,1,316
KCKB,"Harrison Marion Rgnl",39.30003309,-80.22914069,1,1,1217
KCKF,"Crisp Co Cordele",31.9889185,-83.7733556666667,3,1,310
KCKV,"Outlaw Fld",36.62196625,-87.4149035,2,1,550
KCLE,"Cleveland Hopkins Intl",41.41085900,-81.83874300,4,4,791
KCLL,"Easterwood Field",30.59032141,-96.35890292,3,1,321
KCLM,"William R Fairchild Intl",48.11613905,-123.49256653,2,1,291
KCLT,"Charlotte Douglas Intl",35.22351211,-80.94423128,4,7,749
KCMH,"Port Columbus Intl",39.99818800,-82.88437650,2,2,815
KCMI,"Univ Of Illinois Willard",40.038632625,-88.277996625,4,1,754
KCMX,"Houghton Co Mem",47.16828275,-88.48907075,2,1,1095
KCNM,"Cavern City Air Terminal",32.3386035,-104.2628225,4,1,3295
KCNO,"Chino",33.97799846,-117.63709388,3,1,650
KCNW,"Tstc Waco",31.637457,-97.07430625,2,1,470
KCOE,"Coeur D Alene Air Terminal",47.7740945,-116.8190015,2,1,2318
KCOF,"Patrick Afb",28.22902500,-80.60819200,2,2,8
KCON,"Concord Muni",43.20618800,-71.51033800,2,1,346
KCOS,"Colorado Springs Municipal",38.79762000,-104.70095300,3,2,6187
KCOU,"Columbia Rgnl",38.81653200,-92.21353100,2,1,889
KCPK,"Chesapeake Rgnl",36.665618,-76.3206635,1,1,20
KCPR,"Natrona Co Intl",42.90321315,-106.45682489,4,2,5347
KCPS,"St Louis Downtown",38.57203273,-90.16590457,3,1,413
KCRE,"Grand Strand",33.80865767,-78.72468219,1,1,32
KCRG,"Craig Muni",30.33685100,-81.51439700,2,1,41
KCRP,"Corpus Christi Intl",27.77044175,-97.5007375,2,2,44
KCRQ,"Mc Clellan Palomar",33.12714143,-117.27608228,1,1,331
KCRW,"Charleston Yeager",38.37054100,-81.59618100,2,1,981
KCRX,"Roscoe Turner",34.914968,-88.603485,1,1,425
KCSG,"Columbus Metropolitan",32.51613475,-84.93988825,2,1,397
KCSM,"Clinton Sherman",35.338819,-99.19971875,2,1,1922
KCSV,"Crossville Mem Whitson Fld",35.95129,-85.0849765,1,1,1880
KCTJ,"West Georgia Rgnl O V Gray Fld",33.631893,-85.152332,1,1,1161
KCUB,"Columbia Owens Downtown",33.97148100,-80.99522400,1,1,192
KCVG,"Cincinnati Northern Kentucky Intl",39.04087838,-84.65839809,4,7,896
KCVN,"Clovis Muni",34.4242158333333,-103.079523333333,3,1,4216
KCVO,"Corvallis Muni",44.50300263,-123.28438841,2,1,246
KCVS,"Cannon Afb",34.3823715,-103.322363,2,3,4295
KCWA,"Central Wisconsin",44.78427800,-89.66855800,2,2,1277
KCWF,"Chennault Intl",30.21354400,-93.15192700,1,1,17
KCWI,"Clinton Muni",41.83080475,-90.32930175,2,1,708
KCXO,"Lone Star Executive",30.35491934,-95.41840256,2,1,245
KCXY,"Capital City",40.217052,-76.8516575,2,1,347
KCYS,"Cheyenne Rgnl Jerry Olson Fld",41.15902541,-104.81431143,2,1,6156
KDAA,"Davison Aaf",38.715111,-77.1811445,1,1,73
KDAB,"Daytona Beach Intl",29.17886264,-81.05581445,3,1,34
KDAL,"Dallas Love Fld",32.84517143,-96.84942893,3,2,487
KDAN,"Danville Rgnl",36.57328164,-79.335401735,2,1,571
KDAY,"James M Cox Dayton Intl",39.89870766,-84.22119933,3,4,1009
KDBQ,"Dubuque Rgnl",42.401977,-90.70951275,2,2,1076
KDCA,"Washington National",38.85462250,-77.04369939,3,2,15
KDDC,"Dodge City Rgnl",37.76274925,-99.96510175,2,1,2594
KDEC,"Decatur",39.834667,-88.866661,3,1,682
KDEN,"Denver Intl",39.86244900,-104.67367100,6,6,5431
KDET,"Coleman A. Young Muni",42.40956047,-83.00490514,2,1,626
KDFW,"Dallas Fort Worth Intl",32.89690000,-97.04040000,7,7,607
KDHN,"Dothan Rgnl",31.31853900,-85.45274500,2,1,401
KDIK,"Dickinson Theodore Roosevelt Rgnl",46.79734725,-102.80194725,2,1,2592
KDKB,"De Kalb Taylor Muni",41.93273525,-88.70682925,2,1,915
KDKX,"Knoxville Downtown Island",35.96219598,-83.87408523,1,1,833
KDLF,"Laughlin Afb",29.35755500,-100.78643000,3,2,1081
KDLH,"Duluth Intl",46.84216275,-92.1911575,2,2,1428
KDLL,"Baraboo Wisconsin Dells",43.52167075,-89.771159,2,1,980
KDMA,"Davis-monthan Afb",32.16920722,-110.87547632,1,1,2704
KDNN,"Dalton Muni",34.722936,-84.870242,1,1,710
KDNV,"Vermilion Co",40.1997325,-87.5952711666667,3,1,697
KDOV,"Dover Afb",39.12478097,-75.46996141,2,2,28
KDPA,"Du Page",41.9080845,-88.247508625,4,2,758
KDQH,"Douglas Muni",31.4766985,-82.860529,1,1,257
KDRI,"Beauregard Rgnl",30.83220600,-93.33435300,4,1,202
KDRO,"Durango La Plata Co",37.15968700,-107.75027470,1,1,6685
KDRT,"Del Rio Intl",29.37383100,-100.92585800,1,1,999
KDSM,"Des Moines Intl",41.53253800,-93.65031100,2,3,957
KDTN,"Shreveport Downtown",32.54009375,-93.74497175,2,1,179
KDTO,"Denton Muni",33.2007225,-97.197976,1,1,642
KDTW,"Detroit Metro Wayne Co",42.21265151,-83.35438337,6,5,646
KDUC,"Halliburton Fld",34.47087296,-97.95985122,1,1,1113
KDUJ,"Du Bois Jefferson Co",41.18316379,-78.89256228,1,1,1817
KDVL,"Devils Lake Muni",48.114286,-98.908874,2,1,1455
KDVN,"Davenport Muni",41.61054425,-90.588329,2,1,753
KDWH,"David Wayne Hooks Mem",30.06695709,-95.55594833,2,1,152
KDWU,"Ashland Rgnl",38.55454686,-82.73804337,1,1,546
KDXR,"Danbury",41.37257532,-73.48497801,2,1,458
KDXZ,"St George Muni",37.03076170,-113.50963962,1,1,2884
KDYS,"Dyess Afb",32.4193591666667,-99.855863,3,1,1789
KEAR,"Kearney Muni",40.72773717,-99.01214757,2,1,2131
KEAT,"Wenatchee - Pangorn Memorial",47.40155971,-120.20633262,4,1,1249
KEAU,"Chippewa Valley Rgnl",44.8653875,-91.48505675,2,1,913
KECP,"Northwest Florida International",30.35386734,-85.79913429,1,1,69
KEDW,"Edwards Afb Rogers Dry Lake",34.92275600,-117.88227000,14,2,2302
KEEN,"Dillant Hopkins",42.90628100,-72.27413200,2,1,488
KEFD,"Ellington Fld",29.608067,-95.1581456666667,3,3,32
KEGE,"Eagle Co Rgnl",39.64727020,-106.91177370,1,1,6540
KEGI,"Duke Fld",30.64747125,-86.5213305,2,1,191
KEKN,"Elkins Randolph Co Jennings Randolph",38.88945675,-79.857127,2,1,1987
KEKO,"Elko Rgnl",40.82966438,-115.787779776,2,1,5140
KEKY,"Bessemer",33.312885,-86.925918,1,1,699
KELD,"South Arkansas Rgnl At Goodwin Fld",33.2209751666667,-92.8139273333333,3,1,277
KELM,"Elmira Corning Rgnl",42.16358600,-76.89446300,3,1,954
KELP,"El Paso Intl",31.79824100,-106.37499200,3,1,3958
KELZ,"Wellsville Muni Tarantine Fld",42.1095235,-77.9899805,1,1,2124
KEMV,"Emporia Greensville Rgnl",36.686832,-77.482943,1,1,127
KEND,"Vance Afb",36.3397993,-97.916545,5,2,1307
KENW,"Kenosha Rgnl",42.5954188333333,-87.9269761666667,3,1,743
KEQY,"Monroe Rgnl",35.01982900,-80.62023200,1,1,679
KERI,"Erie Intl Tom Ridge Fld",42.08284000,-80.18238400,2,1,733
KERV,"Kerrville Muni Louis Schreiner Fld",29.97759925,-99.08591825,2,1,1617
KESC,"Delta Co",45.722968,-87.09290625,2,1,609
KESF,"Esler Rgnl",31.394931,-92.29575,2,1,112
KESN,"Easton Newnam Fld",38.8042075,-76.06935075,2,1,72
KETB,"West Bend Muni",43.4222125,-88.12792825,2,1,887
KEUG,"Mahlon Sweet Fld",44.11771000,-123.21257800,3,2,374
KEVV,"Evansville Rgnl",38.0383038333333,-87.5314711666667,3,1,418
KEVW,"Evanston Uinta Co Burns Fld",41.27336696,-111.02958294,1,1,7143
KEWB,"New Bedford Rgnl",41.6765445,-70.9578,2,1,80
KEWK,"Newton City",38.05800382,-97.27465021,2,1,1533
KEWN,"Craven Co Rgnl",35.07672900,-77.04354100,2,1,18
KEWR,"Newark Liberty Intl",40.69213500,-74.18105300,3,2,18
KEXX,"Davidson Co",35.77928535,-80.30203499,1,1,732
KEYE,"Eagle Creek Airpark",39.82989100,-86.29670700,1,1,823
KEZM,"Heart Of Georgia Rgnl",32.21639,-83.1286695,1,1,304
KFAR,"Hector Intl",46.91903690,-96.82130430,3,2,902
KFAT,"Fresno Air Terminal",36.77343935,-119.72175070,2,1,335
KFAY,"Fayetteville Rgnl Grannis Fld",34.99157700,-78.88547500,2,1,189
KFCI,"Chesterfield Co",37.406435,-77.5248365,1,1,237
KFCM,"Minneapolis Flying Cloud",44.82172737,-93.45830476,3,1,906
KFDK,"Frederick Muni",39.41699200,-77.37846400,2,1,303
KFFC,"Atlanta Peachtree City Falcon Fld",33.35933300,-84.57031250,1,1,808
KFFM,"Fergus Falls Muni Einar Mickelson Fld",46.2845355,-96.1575895,2,1,1182
KFFO,"Wright Patterson Afb",39.82585375,-84.0452465,2,1,823
KFFT,"Capital City",38.182518,-84.904724,1,1,803
KFHU,"Sierra Vista Muni Libby Aaf",31.58211084,-110.34400118,3,1,4719
KFKL,"Venango Rgnl",41.37744563,-79.85809015,2,1,1540
KFLD,"Fond Du Lac Co",43.771234,-88.4891555,2,1,808
KFLG,"Flagstaff Pulliam",35.13945800,-111.67121900,1,1,7011
KFLL,"Fort Lauderdale Hollywood Intl",26.07055700,-80.15639500,3,3,9
KFLO,"Florence Rgnl",34.19337131,-79.72909832,2,1,146
KFMH,"Cape Cod Cgas",41.65182788,-70.52222484,2,2,130
KFMN,"Four Corners Rgnl",36.7415596416667,-108.226252685,3,1,5505
KFMY,"Page Fld",26.59053600,-81.86277800,2,1,17
KFNL,"Fort Collins Loveland Muni",40.452576315,-105.009980655,2,1,5016
KFNT,"Bishop Intl",42.96313100,-83.74953500,3,1,782
KFOD,"Fort Dodge Rgnl",42.5511735,-94.1915005,2,1,1157
KFOE,"Forbes Fld",38.950229,-95.663985735,2,1,1078
KFOK,"Francis S Gabreski",40.83965700,-72.64119700,3,1,67
KFPR,"St Lucie Co Intl",27.49398400,-80.37263500,2,1,23
KFRG,"Republic",40.72882925,-73.41350625,2,1,82
KFSD,"Joe Foss Fld",43.5809716666667,-96.7417971666667,3,2,1429
KFSM,"Fort Smith Rgnl",35.3369775,-94.367225,2,1,469
KFTG,"Front Range",39.78420075,-104.537622275,2,3,5512
KFTW,"Fort Worth Meacham Intl",32.81624414,-97.36277103,3,1,709
KFTY,"Fulton Co Arpt Brown Fld",33.7792673333333,-84.5211091666667,3,1,841
KFUL,"Fullerton Muni",33.87049880,-117.97991100,1,1,96
KFWA,"Fort Wayne Intl",40.978709,-85.1941456666667,3,2,815
KFWS,"Ft. Worth Spinks",32.56572003,-97.31243213,2,1,700
KFXE,"Fort Lauderdale Executive",26.19663000,-80.17392500,2,1,13
KFYV,"Drake Fld",36.0050945,-94.170057,1,1,1251
KFZG,"Fitzgerald Muni",31.6839375,-83.2699685,2,1,365
KGBD,"Great Bend Muni",38.343307,-98.85983825,2,1,1887
KGBG,"Galesburg Muni",40.93803125,-90.430998,2,1,764
KGCC,"Gillette Campbell Co",44.34838179,-105.53697440,2,1,4365
KGCK,"Garden City Rgnl",37.92645277,-100.71996344,2,1,2891
KGCN,"Grand Canyon National Park",35.95170426,-112.14226868,1,1,6609
KGEG,"Spokane Intl",47.61358382,-117.52700329,2,1,2376
