icao,"name",lat,lon,runways,ils
KSLC,"Salt Lake City Intl",40.79640821,-111.98545984,4,4
KSLE,"Mcnary Fld",44.90960300,-123.00756100,2,1
KSLK,"Adirondack Rgnl",44.38027200,-074.20412400,2,1
KSLN,"Salina Muni",38.7896185,-97.654309875,4,1
KSMF,"Sacramento Intl",38.69069300,-121.59104200,2,2
KSMX,"Santa Maria Public/ Cpt G Allan Hancoc",34.89923000,-120.44990744,2,1
KSNA,"Orange County - John Wayne",33.67812213,-117.86980993,2,2
KSNH,"Savannah Hardin Co",35.1702525,-88.216726,1,1
KSNL,"Shawnee Rgnl",35.356079,-96.941968,2,1
KSNS,"Salinas Muni",36.6632916666667,-121.605298333333,3,1
KSOP,"Moore Co",35.23712625,-79.39325,2,1
KSPB,"Scappoose Industrial Airpark",45.771035,-122.86182524,1,1
KSPI,"Capital",39.84610700,-089.67697900,3,3
KSPS,"Sheppard Afb Wichita Falls Muni",33.9892285,-98.49199975,4,2
KSPW,"Spencer Muni",43.16549925,-95.20278775,2,1
KSQI,"Whiteside Co Jos H Bittorf",41.7430535,-89.67721475,2,1
KSRC,"Searcy Muni",35.210607,-91.7375375,1,1
KSRQ,"Sarasota Bradenton Intl",27.39648100,-082.55517600,2,2
KSSC,"Shaw Afb",33.96983700,-080.46569100,2,2
KSTC,"St Cloud Rgnl",45.54623625,-94.059899,2,1
KSTJ,"Rosecrans Mem",39.771411,-94.91065575,2,1
KSTL,"Lambert St Louis Intl",38.74366000,-090.36587500,4,6
KSTP,"St Paul Downtown Holman Fld",44.93333183,-093.06461493,3,1
KSTS,"Charles M. Schulz - Sonoma Co",38.50987320,-122.80541647,2,1
KSUS,"Spirit Of St Louis",38.6626895,-90.65331675,2,1
KSUU,"Travis Afb",38.25462300,-121.94300800,2,2
KSUX,"Sioux Gateway Col Bud Day Fld",42.4030125,-96.3840625,2,2
KSVC,"Grant Co",32.636864,-108.15655425,4,1
KSVH,"Statesville Rgnl",35.76754400,-080.94870800,1,1
KSVN,"Hunter Aaf",32.010018,-81.1459875,1,1
KSWF,"Stewart",41.51034661,-074.09469021,2,2
KSWO,"Stillwater Rgnl",36.1612156666667,-97.0856891666667,3,1
KSYR,"Syracuse Hancock Intl",43.11493300,-076.11696800,3,1
KSZL,"Whiteman Afb",38.72861900,-093.56066900,1,2
KSZT,"Sandpoint",48.2995445,-116.560135,1,1
KTBN,"Waynesville Rgnl Arpt At Forney Fld",37.741632,-92.1407375,1,1
KTBR,"Statesboro Bulloch Co",32.4837375,-81.7360555,3,1
KTCL,"Tuscaloosa Rgnl",33.221795,-87.61115075,2,1
KTCM,"Mc Chord Afb",47.1404675,-122.47692225,2,2
KTDF,"Person Co",36.2846155,-78.984226,1,1
KTEB,"Teterboro",40.85256500,-074.05564200,2,2
KTEX,"Telluride Rgnl",37.95439600,-107.90214500,1,1
KTIK,"Tinker Afb",35.415753745,-97.388251815,2,3
KTIW,"Tacoma Narrows",47.26922800,-122.57472100,1,1
KTIX,"Space Coast Rgnl",28.51184300,-080.79393000,2,1
KTKI,"Collin Co Rgnl At Mc Kinney",33.17718085,-096.59242247,2,1
KTLH,"Tallahassee Rgnl",30.38889700,-084.35119600,2,2
KTMA,"Henry Tift Myers",31.429231,-83.4877783333333,3,1
KTMB,"Kendall Tamiami Executive",25.64859225,-080.43237300,3,1
KTNT,"Dade-collier",25.86178387,-80.89694058,1,1
KTNU,"Newton Muni",41.67908500,-093.02446700,1,1
KTOA,"Torrance/zamperini Field",33.80112251,-118.34134126,2,1
KTOI,"Troy Muni",31.86041525,-86.01215425,2,1
KTOL,"Toledo Express",41.5867195,-83.80558575,2,2
KTOP,"Philip Billard Muni",39.0685301666667,-95.6226306666667,3,1
KTPA,"Tampa Intl",27.9748916666667,-82.5318978333333,3,3
KTPL,"Draughon Miller Central Texas Rgnl",31.15262025,-97.40755475,2,1
KTRI,"Tri Cities Rgnl Tn Va",36.47620348,-082.41098996,2,2
KTTA,"Sanford Lee Co Rgnl",35.5823585,-79.101361,1,1
KTTN,"Trenton Mercer",40.27787242,-074.81570434,2,1
KTUL,"Tulsa Intl",36.19966839,-095.88736362,3,3
KTUP,"Tupelo Rgnl",34.268111,-88.769894,1,1
KTUS,"Tucson Intl",32.12346300,-110.94185700,3,1
KTVC,"Cherry Capital",44.74174725,-85.58282,2,1
KTVL,"South Lake Tahoe",38.89526700,-119.99816100,1,1
KTVR,"Vicksburg Tallulah Rgnl",32.351607,-91.027689,1,1
KTVY,"Bolinder Field Tooele Valley",40.61226785,-112.35071596,1,1
KTWF,"Joslin Fld Magic Valley Rgnl",42.4825,-114.4882785,2,1
KTXK,"Texarkana Rgnl Webb Fld",33.45625005,-093.99412769,2,1
KTYQ,"Indianapolis Executive",40.030668,-86.2514345,1,1
KTYR,"Tyler Pounds Rgnl",32.3542711666667,-95.4024526666667,3,1
KTYS,"Mc Ghee Tyson",35.81580800,-083.99704700,2,2
KTZR,"Bolton Fld",39.90499710,-083.13753561,1,1
KUAO,"Aurora State",45.24880616,-122.76656105,1,1
KUCY,"Everett Stewart",36.381792,-88.985421,1,1
KUES,"Waukesha Co",43.03793522,-088.23134736,2,1
KUGN,"Waukegan Rgnl",42.42240075,-87.8681075,2,1
KUIN,"Quincy Rgnl Baldwin Fld",39.9427730033333,-91.1948090066667,3,1
KUKF,"Wilkes Co",36.22391100,-081.10227200,1,1
KUKI,"Ukiah Muni",39.125957,-123.200856,1,1
KUNI,"Ohio University Snyder Field",39.211892,-82.229254,1,1
KUNU,"Dodge Co",43.4265255,-88.70340625,2,1
KUNV,"University Park",40.848516,-77.849828,2,1
KUOX,"University Oxford",34.3843315,-89.5367945,1,1
KUTA,"Tunica Muni",34.68506548,-90.34777929,1,1
KUZA,"Rock Hill York Co Bryant",34.987825,-81.0571735,1,1
KVAD,"Moody Afb",30.96866275,-83.19310975,2,2
KVBG,"Vandenberg Afb",34.737328,-120.58429311,1,1
KVCT,"Victoria Rgnl",28.84873447,-096.92462503,4,1
KVCV,"Southern California Logistics",34.58751216,-117.37491353,2,1
KVDF,"Vandenberg",28.01820000,-082.34248400,2,1
KVDI,"Vidalia Rgnl",32.1928605,-82.37121525,2,1
KVGT,"North Las Vegas",36.21011026,-115.18917911,3,1
KVIS,"Visalia Muni",36.32649200,-119.39833100,1,1
KVJI,"Virginia Highlands",36.68439100,-082.03383600,1,1
KVLD,"Valdosta Rgnl",30.7823531666667,-83.276908,3,1
KVNY,"Van Nuys",34.20769434,-118.49189347,2,1
KVOK,"Volk Fld",43.9392375,-90.2531625,1,1
KVPC,"Cartersville",34.123147,-84.848707,1,1
KVPS,"Eglin Afb",30.4834675,-86.52509725,2,2
KVPZ,"Porter Co Muni",41.45459175,-87.0049665,2,1
KVQQ,"Cecil Fld",30.22251100,-081.88554400,4,1
KVSF,"Hartness State",43.343116,-72.51807875,2,1
KVTA,"Newark Heath",40.024661,-82.4618125,1,1
KVUJ,"Stanly Co",35.41700925,-080.15335002,2,1
KVVS,"Connellsville",39.95873375,-79.657073,2,1
KWDG,"Enid Woodring Rgnl",36.37843825,-97.7878905,2,1
KWDR,"Winder Barrow",33.98259575,-83.667658,2,1
KWRB,"Robins Afb",32.63519060,-083.59535910,1,2
KWRI,"Mcguire Afb",40.015978,-74.592848995,2,1
KWVI,"Watsonville Muni",36.9358245,-121.789511,2,1
KWVL,"Waterville Robert Lafleur",44.53333075,-69.67546375,2,1
KWWD,"Cape May Co",39.00545440,-074.90813648,2,1
KWYS,"Yellowstone",44.68940000,-111.11763800,1,1
KXNA,"Northwest Arkansas Rgnl",36.27940425,-094.30233053,2,1
KYIP,"Willow Run",42.23419944,-083.52272181,5,1
KYKM,"Yakima Air Terminal Mc Allister Fld",46.56776625,-120.5434345,2,1
KYKN,"Chan Gurney Muni",42.916182,-97.38550275,2,1
KYNG,"Youngstown Warren Rgnl",41.261256,-80.6807881666667,3,1
KZZV,"Zanesville Muni",39.94444725,-81.89209425,2,1
LBBG,"Burgas",42.56606200,027.51743600,1,1
LBPD,"Plovdiv",42.07751800,024.84187300,1,1
LBSF,"Sofia",42.68945500,023.40287000,1,2
LBWN,"Varna",43.23592900,027.82985400,1,1
LCLK,"Larnaca",34.88621000,033.62968600,1,1
LCPH,"Pafos Intl",34.7180375,32.4857305,1,1
LCRA,"Akrotiri",34.590417,32.98775,1,1
LDDU,"Dubrovnik",42.55970760,018.26308250,1,1
LDOS,"Osijek",45.462353,18.8113375,1,1
LDPL,"Pula",44.89790700,013.92154200,1,1
LDRI,"Rijeka",45.21889880,014.57238100,1,1
LDSP,"Split",43.53739930,016.29933740,1,1
LDZA,"Zagreb",45.73262000,016.06102200,1,2
LDZD,"Zadar",44.09539030,015.35381980,2,1
LEAB,"Albacete",38.95285400,-001.86056500,1,2
LEAL,"Alicante",38.28735000,-000.56139500,1,1
LEAM,"Almeria",36.84716100,-002.37345700,1,1
LEAS,"Asturias",43.55951700,-006.03395900,1,1
LEBB,"Bilbao",43.29795922,-002.91241654,2,2
LEBL,"Barcelona - El Prat",41.29564423,002.09511082,3,5
LEBZ,"Talavera La Real",38.88288300,-006.81449200,1,1
LECO,"A Coruna",43.30250544,-008.38079777,1,1
LEGE,"Girona",41.89924518,002.76462100,1,1
LEGR,"Granada",37.18415387,-003.77630018,1,1
LEGT,"Getafe",40.29975200,-003.72591700,2,1
LEIB,"Ibiza",38.87720600,001.37059700,1,2
LEJR,"Jerez",36.74527700,-006.06529900,2,1
LELC,"Murcia San Javier",37.78741400,-000.80304700,3,1
LELN,"Leon",42.58793009,-005.65091839,2,1
LEMD,"Barajas",40.49187624,-003.57005477,5,4
LEMG,"Malaga",36.67738300,-004.49162800,2,3
LEMH,"Menorca",39.86706920,004.22361040,2,1
LEMO,"Moron Ab",37.17489,-5.616018,1,1
LEPA,"Palma De Mallorca",39.54874821,002.73257098,3,3
LEPP,"Pamplona",42.76914264,-001.64134043,2,1
LERS,"Reus",41.14797050,001.15789200,2,1
LERT,"Rota Ns",36.64193000,-006.35124800,1,1
LESA,"Salamanca",40.94688200,-005.49549200,2,1
LEST,"Santiago",42.89630100,-008.41952000,1,2
LETO,"Torrejon",40.49092209,-003.44122520,1,1
LEVC,"Valencia",39.49128647,-000.47114732,2,2
LEVD,"Valladolid - Villanubla",41.71157100,-004.85541300,2,1
LEVT,"Vitoria",42.88141545,-002.73576260,1,1
LEVX,"Vigo",42.22607196,-008.63249957,1,1
LEXJ,"Santander",43.42457600,-003.82415900,1,1
LEZG,"Zaragoza Ab",41.66362000,-001.06152800,2,1
LEZL,"Sevilla",37.42374000,-005.90065000,1,2
LFAC,"Calais Dunkerque",50.95900100,001.95759800,1,2
LFAT,"Le Touquet Paris Plage",50.51500800,001.61885200,2,1
LFAV,"Denain",50.33005600,003.45748100,2,1
LFBA,"Agen La Garenne",44.174025,0.592961,1,1
LFBC,"Cazaux",44.534018,-1.125346,1,2
LFBD,"Bordeaux Merignac",44.83243235,-000.70212293,2,2
LFBE,"Bergerac Roumaniere",44.824525,0.5187765,1,1
LFBF,"Francazal Ab",43.53976000,001.37007800,1,1
LFBG,"Cognac Chateau Bernard",45.65185200,-000.32575100,2,1
LFBH,"La Rochelle Laleu",46.17540000,-001.19346700,1,1
LFBI,"Poitiers Biard",46.58529300,000.31088600,1,1
LFBK,"Montlucon Gueret",46.22541400,002.35894900,1,2
LFBL,"Limoges Bellegarde",45.86136630,001.17666420,1,2
LFBM,"Mont De Marsan",43.9115045,-0.509371,1,1
LFBO,"Toulouse Blagnac",43.61769870,001.35914040,2,4
LFBP,"Pau Pyrenees",43.38184360,-000.41368200,1,1
LFBT,"Tarbes Ossun Lourdes",43.178643,-0.0063405,1,1
LFBU,"Angouleme Brie Champniers",45.729515,0.2186725,1,1
LFBX,"Perigueux Bassillac",45.197254,0.8159775,1,1
LFBZ,"Biarritz-anglet-bayonne",43.47079385,-001.53306100,1,2
LFCI,"Le Sequestre",43.91573789,002.11674999,1,1
LFCK,"Mazamet",43.55625,2.289182,1,1
LFCR,"Rodez Marcillac",44.4078885,2.482646,1,1
LFDN,"Rochefort Saint Agnant",45.88758500,-000.98355300,1,1
LFGA,"Houssen",48.10933500,007.36237000,1,1
LFGJ,"Dole Tavaux",47.04360000,005.42512600,1,2
LFHP,"Le Puy Loudes",45.07535904,003.76304358,2,1
LFJL,"Metz-nancy-lorraine",48.98004974,006.24230400,1,1
LFJR,"Angers Marce",47.56334100,-000.31394300,3,1
LFKB,"Bastia Poretta",42.54847300,009.48061500,1,1
LFKC,"St Catherine",42.52314500,008.79030100,1,1
LFKF,"Figari Sud Corse",41.49933000,009.09883800,1,1
LFKJ,"Napoleon Bonaparte",41.92033200,008.79530600,2,1
LFKS,"Solenzara",41.92281700,009.39914000,1,1
LFLA,"Auxerre Branches",47.850361,3.497153,1,1
LFLB,"Aix-les-bains",45.63717891,005.88364090,2,1
LFLC,"Clermont-ferrand_auvergne",45.79035900,003.15818700,1,1
LFLH,"Chalon Champforgueil",46.8261195,4.8176445,1,1
LFLL,"Lyon Saint Exupery",45.72556663,005.08106234,2,3
LFLN,"Saint Yan",46.40732024,004.02718820,3,2
LFLP,"Annecy Haute-sovoie Mont Blanc Meythet",45.93071100,006.10628700,2,1
LFLS,"St Geoirs",45.36021200,005.33079800,3,1
LFLU,"Valence Chabeuil",44.91837690,004.96567110,1,1
LFLV,"Vichy Charmeil",46.16433330,003.39898850,1,1
LFLW,"Aurillac",44.8914165,2.422195,1,1
LFLX,"Chateauroux Deols",46.86186220,001.72227120,1,1
LFLY,"Lyon Bron",45.72424900,004.94046100,1,2
LFMC,"Le Cannet",43.38215400,006.38571500,2,1
LFMD,"Mandelieu",43.54652383,006.95398428,3,1
LFMH,"Saint Etienne Boutheon",45.53441100,004.29470900,1,2
LFMI,"Istres Le Tube Ba",43.52458200,004.92977800,2,1
LFMK,"Salvaza",43.21401400,002.30963100,1,1
LFML,"Marseille Provence",43.44291844,005.22028794,2,3
LFMN,"Nice/cote D'azur",43.66562283,007.21486596,2,2
LFMO,"Caritat Ab",44.14021100,004.86492900,2,1
LFMP,"Rivesaltes",42.74098200,002.86968300,2,1
LFMT,"Montpellier/mediterranee",43.57799700,003.96113300,2,1
LFMU,"Beziers Vias",43.32082500,003.35238700,1,1
LFMV,"Caumont",43.90445041,004.89880582,3,1
LFMY,"Salon Ab",43.60304700,005.10798800,3,1
LFNB,"Mende Brenoux",44.50620895,003.52763158,1,1
LFOA,"Avord",47.0557375,2.6318065,1,1
LFOB,"Beauvais-tille",49.45825762,002.11256554,2,2
LFOE,"Fauville",49.0286695,1.2198665,1,2
LFOH,"Le Havre-octeville",49.53341030,000.09521086,1,1
LFOJ,"Bricy",47.98182300,001.77676860,1,1
LFOK,"Chalons Vatry",48.776207,4.1841665,1,2
LFOP,"Rouen Vallee De La Seine",49.38605500,001.18610620,1,1
LFOT,"Tours Val De Loire Ab",47.42591300,000.71985100,2,1
LFPB,"Paris Le Bourget",48.96127145,002.44269170,3,3
LFPC,"Creil Ab",49.24919978,002.51786010,1,1
LFPG,"Paris Charles De Gaulle",49.00989400,002.54738900,4,8
LFPM,"Melun Villaroche",48.60540800,002.67629000,2,1
LFPN,"Toussus-le-noble",48.75055700,002.11275200,2,2
LFPO,"Paris Orly",48.72761910,002.36630799,3,5
LFPT,"Pontoise Cormeilles En Vexin",49.09384200,002.04286700,2,2
LFPV,"Velizy",48.77213700,002.20086000,1,2
LFQB,"Troyes Barberey",48.3208825,4.0138455,3,1
LFQE,"Rouvres",49.226915,5.6722095,1,1
LFQI,"Epinoy Ba",50.21919300,003.15219700,1,1
LFQP,"Phalsbourg Bourscheid Army",48.76209800,007.20078000,1,1
LFQQ,"Lille Lesquin",50.56925000,003.09909400,2,2
LFQT,"Calonne",50.62494300,002.64460300,2,1
LFQV,"Charleville Mezieres",49.7839305,4.647068,1,1
LFRB,"Brest Bretagne",48.44412700,-004.41785100,2,1
LFRC,"Cherbourg Maupertus",49.64737400,-001.47705700,1,1
LFRD,"Dinard Pleurtuit-st Malo",48.58912300,-002.07586800,2,1
LFRG,"Deauville Saint Gatien",49.365296,0.1543235,1,1
LFRH,"Lorient Lann-bihoue",47.76853600,-003.44425900,2,1
LFRI,"La Roche Sur Yon Les Ajoncs",46.701944,-1.378625,1,1
LFRJ,"Landivisiau Navy",48.52448000,-004.14927000,1,1
LFRK,"Caen Carpiquet",49.18270800,-000.45747500,2,1
LFRM,"Le Mans Arnage",47.94624710,000.19661590,1,1
LFRN,"Rennes St Jacques",48.06882600,-001.72979500,2,1
LFRO,"Lannion",48.75667600,-003.47077200,1,2
LFRQ,"Quimper Pluguffan",47.97224600,-004.17456100,2,1
LFRS,"Nantes_atlantique",47.15157900,-001.60457400,2,1
LFRT,"Saint Brieuc Armor",48.53547200,-002.85334000,1,1
LFRU,"Morlaix Ploujean",48.59999100,-003.81659900,1,1
LFRV,"Vannes Meucon",47.72067500,-002.72862400,1,1
LFRZ,"Saint Nazaire Montoir",47.31422800,-002.16792500,1,1
LFSB,"Bale-mulhouse",47.59962100,007.53161100,2,2
LFSC,"Meyenheim Ab",47.92716900,007.40926700,1,1
LFSD,"Dijon Longvic Ab",47.27375400,005.08050900,2,1
LFSF,"Metz Frescaty",49.07881550,006.12459610,1,2
LFSG,"Epinal Mirecourt",48.32600780,006.06743480,1,1
LFSI,"Saint Dizier Robinson",48.63209806,004.90302594,2,1
LFSN,"Nancy Essey",48.692079,6.230454,1,1
LFSO,"Ochey_ab",48.58092400,005.96056100,1,1
LFST,"Entzheim",48.54216700,007.62410700,1,2
LFSX,"Luxeuil St Sauveur Ab",47.79198200,006.35439900,2,2
LFTW,"Garons Navy",43.75854900,004.41158200,1,2
LGAV,"Athens Intl Airport Elefterios Venizel",37.93553000,023.94053900,2,2
LGRP,"Diagoras",36.40242526,028.09124110,1,1
LGTS,"Thessalonik Makedonia",40.52572700,022.97769500,2,2
LHBP,"Ferihegy (budapest)",47.43458000,019.26065400,3,4
LHDC,"Debrecen",47.48941725,21.6145765,2,1
LHPP,"Pecs South",45.989306,18.242083,1,1
LHSM,"Balaton",46.68828875,17.15765825,2,1
LIBD,"Bari Palese Macchie",41.13608842,016.76674710,1,1
LIBG,"Grottaglie",40.52062457,017.39872678,1,1
LIBN,"Lecce",40.24223710,018.14270210,1,1
LIBP,"Pescara",42.43274608,014.18959411,1,1
LIBR,"Brindisi/casale",40.65913770,017.94275470,2,1
LIBV,"Gioia Del Colle",40.76700590,016.93442730,2,1
LICA,"Lamezia Terme",38.91022400,016.24171300,1,1
LICC,"Catania Fontanarossa",37.46991500,015.06648300,1,1
LICD,"Lampedusa",35.50033190,012.61486340,1,1
LICG,"Pantelleria",36.81519320,011.96984480,2,1
LICJ,"Palermo",38.18496320,013.10239510,2,2
LICR,"Reggio Calabria",38.07315563,015.65394454,2,1
LICT,"Trapani Birgi",37.91377640,012.49144080,1,1
LIEA,"Alghero",40.62981030,008.28584290,1,1
LIEE,"Cagliari Elmas",39.25426300,009.05935200,1,1
LIEO,"Olbia Costa Smeralda",40.90207670,009.51341440,1,2
LIMC,"Milano Malpensa",45.62541400,008.71393900,2,3
LIME,"Bergamo Orio Al Serio",45.66502223,009.70265070,2,1
LIMF,"Torino Caselle",45.19542500,007.64319800,1,1
LIMG,"Albenga",44.04886630,008.11935900,1,1
LIMJ,"Genova Sestri",44.41415400,008.84453098,1,1
LIML,"Milano Linate",45.45649800,009.28290000,2,1
LIMP,"Parma",44.81813430,010.29144000,1,1
LIMW,"Aosta",45.73956100,007.36406100,1,1
LIMZ,"Levaldigi",44.54949190,007.62364290,1,1
LIPA,"Aviano Ab",46.03086090,012.60126970,1,1
LIPB,"Bolzano",46.46378330,011.32984640,2,1
LIPC,"Cervia",44.22257610,012.30434890,1,1
LIPE,"Bologna",44.53022770,011.29060940,1,2
LIPH,"Treviso",45.64727020,012.19752690,1,1
LIPK,"Forli",44.19002150,012.06866260,1,1
LIPO,"Montichiari",45.42652896,010.32587198,1,1
LIPQ,"Ronchi Dei Legionari",45.82194800,013.47959100,1,1
LIPR,"Rimini Mil",44.02289100,012.61762100,1,1
LIPU,"Padova",45.39957430,011.84983250,1,1
LIPX,"Villafranca",45.39439770,010.88878920,1,1
LIPY,"Falconara",43.61874010,013.36084940,1,1
LIPZ,"Venezia Tessera",45.50267300,012.33966400,2,1
LIRA,"Ciampino",41.79773330,012.59256170,1,1
LIRE,"Pratica Di Mare",41.65671200,012.45514300,2,1
LIRF,"Roma Fiumicino Leonardo Da Vinci",41.79351700,012.25160500,3,5
LIRN,"Naples Capodichino",40.87964000,014.28347700,1,2
LIRP,"Pisa",43.68420030,010.39687630,2,1
LIRQ,"Firenze",43.80296200,011.19991200,1,1
LIRZ,"Perugia",43.09429121,012.50301969,1,1
LJLJ,"Ljubljana",46.23088895,014.45424599,1,1
LJMB,"Maribor",46.47861468,015.68166053,2,1
LKKB,"Kbely",50.12633128,014.53986971,2,1
LKKV,"Karlovy Vary",50.20158596,012.91147979,2,1
LKMT,"Ostrava Mosnov",49.69660353,18.115077,1,1
LKNA,"Namest",49.17184292,016.12149547,1,1
LKPD,"Pardubice",50.01611009,015.73979661,1,1
LKPO,"Prerov",49.42314925,017.40661650,1,1
LKPR,"Praha - Ruzyne",50.10642200,014.26570400,3,4
LKTB,"Turany",49.15447983,016.68997579,2,1
LKVO,"Vodochody",50.218747315,14.38710185,1,1
LLBG,"Tel Aviv Ben Gurion",32.00390100,034.87198300,3,2
LMML,"La Valette Luqa",35.85359814,014.47736448,2,2
LOWG,"Graz Thalerhof",46.99603989,015.44564108,3,1
LOWI,"Innsbruck Kranebitten",47.25782232,011.35269721,1,2
LOWK,"Klagenfurt Woerthersee",46.64986192,014.32387607,2,1
LOWL,"Linz Hoersching",48.23941325,014.19191496,1,2
LOWS,"Salzburg Maxglan",47.79081600,012.99893200,1,1
LOWW,"Wien Schwechat",48.12243700,016.56187272,2,4
LPAZ,"Santa Maria",36.9727315,-25.1705323333333,3,1
LPBJ,"Beja",38.07878375,-7.9311815,2,1
LPFR,"Faro",37.02105000,-007.96834500,1,1
LPLA,"Lajes",38.76441,-27.093482,1,2
LPMR,"Monte Real",39.831239,-8.8872585,1,1
LPPD,"Ponta Delgada",37.7420775,-25.697736,1,1
LPPR,"Porto",41.24013700,-008.67142600,1,1
LPPT,"Lisboa",38.78112200,-009.13252000,2,2
LQBK,"Banja Luka",44.94157251,17.29708098,1,1
LQSA,"Sarajevo",43.82684400,018.33590700,1,1
LQTZ,"Tuzla",44.4586665,18.724833,1,1
LRAR,"Arad",46.1765515,21.2620225,1,2
LRBS,"Bucarest Baneasa",44.49659100,026.08651100,1,1
LRCK,"Constanta - Mihail Kogalniceanu",44.362114,28.488454,1,2
LRCL,"Cluj Napoca",46.7851095,23.6861665,1,1
LRIA,"Iasi",47.17849,27.620632,1,1
LROD,"Oradea",47.0253225,21.9024095,1,1
LROP,"Bucarest Otopeni Intl",44.57038000,026.08088500,2,4
LRSB,"Sibiu",45.785596,24.0913415,1,1
LRTM,"Transilvania Targu Mures",46.467778,24.4125,1,1
LRTR,"Traian Vuia",45.8098335,21.3378725,1,1
LSGC,"Les Eplatures",47.08507726,006.79657980,1,1
LSGG,"Geneva",46.22886836,006.10362784,2,2
LSGS,"Sion",46.21890369,007.33436988,2,2
LSMD,"Duebendorf",47.40218095,008.62802996,2,1
LSME,"Emmen",47.08784600,008.30851800,1,1
LSMP,"Payerne",46.84791700,006.91995800,1,1
LSZA,"Lugano",46.004215258,8.909277574,1,1
LSZB,"Bern-belp",46.91281400,007.50169200,3,1
LSZH,"Zurich",47.45381900,008.55691100,3,4
LSZR,"St.gallen-altenrhein",47.48763578,009.55267511,2,1
LTAC,"Esenboga",40.12828475,32.99540325,2,4
LTAD,"Etimesgut",39.950193,32.6875945,2,1
LTAF,"Adana",36.982142,35.280394,1,1
LTAG,"Incirlik Ab",37.002008,35.42581,1,2
LTAI,"Antalya",36.89653600,030.80146600,3,3
LTAU,"Erkilet",38.7703845,35.4954275,1,1
LTAY,"Cardak",37.785564,29.701296,1,1
LTAZ,"Kapadokya",38.771865,34.5345485,1,1
LTBA,"Istanbul Ataturk",40.98111600,028.81795100,3,5
LTBJ,"Adnan Menderes",38.29221,27.1559395,2,2
LTBR,"Yenisehir",40.25520825,29.56256875,2,1
LTBU,"Corlu",41.13825,27.9189445,1,1
LTCE,"Erzurum",39.95223,41.1701033333333,3,1
LTCF,"Kars",40.5620835,43.115,1,1
LTCG,"Trabzon",40.99506,39.789701,1,1
LTCK,"Mus",38.7477705,41.6612305,1,1
LTFE,"Milas Bodrum",37.2511155,27.66535,1,2
LTFH,"Carsamba",41.2544805,36.567103,1,1
LTFJ,"Sabiha Gokcen",40.8985515,29.309221,1,2
LUBL,"Balti Intl",47.838111,27.7814665,1,1
LUKK,"Chisinau Intl",46.93450500,028.92973700,1,2
LWOH,"Ohrid",41.1799265,20.742314,1,1
LWSK,"Skopje",41.96974800,021.62370700,1,1
LY90,"Dakovica",42.4344445,20.4277775,1,1
LYBE,"Belgrade",44.81731900,020.29029700,1,2
LYBT,"Batajnica",44.9341018333333,20.2568116666667,3,1
LYPG,"Podgorica",42.35997400,019.24651400,2,1
LYTV,"Tivat",42.41219000,018.71827500,1,1
LZIB,"Bratislava/m.r. Stefanik",48.17107200,017.20228900,2,2
LZKZ,"Kosice",48.6630305,21.2411545,1,1
LZPP,"Piestany",48.625246,17.828443,1,1
LZSL,"Sliac",48.637839,19.134108,1,1
LZTT,"Poprad Tatry",49.06855505,020.24804707,2,1
LZZI,"Zilina",49.23204000,018.61517800,2,1
MDSD,"Las Americas Intl",18.43034444,-069.67636884,1,1
MDST,"Santiago Cibao Intl",19.40230599,-070.60159365,1,1
MGGT,"La Aurora",14.58498000,-090.52895400,1,1
MGTK,"Mundo Maya Intl",16.9138195,-89.866382,1,1
MKJP,"Norman Manley Intl",17.93595100,-076.77808400,1,1
MKJS,"Sangster Intl",18.49627600,-077.91966500,1,1
MMAA,"General Juan N Alvarez Intl",16.76117900,-099.75327300,2,2
MMCU,"General R Fierro Villalobos Intl",28.70302400,-105.96899400,3,1
MMGL,"Don Miguel Hidalgo Y Costilla Intl",20.52501100,-103.30461100,2,2
MMIO,"Plan De Guadalupe Intl",25.54929900,-100.93289200,2,1
MMLP,"General Manuel Marquez De Leon Intl",24.07579600,-110.36779800,1,1
MMMD,"Licenciado Manuel Crescencio Rejon Int",20.93232900,-089.66162100,2,1
MMMX,"Licenciado Benito Juarez Intl",19.43044231,-099.06939945,2,2
MMMY,"General Mariano Escobedo Intl",25.77372000,-100.10901600,2,1
MMMZ,"General Rafael Buelna Intl",23.16672700,-106.26494600,1,1
MMTJ,"General Abelardo L Rodriguez Intl",32.54604300,-116.97693600,1,1
MMTM,"General Francisco Javier Mina Intl",22.28953400,-097.86989600,3,1
MMTO,"Toluca Lic. Adolfo Lopez Mateos",19.34057242,-099.56116080,1,1
MMUN,"Cancun International",21.04064273,-086.87074179,2,2
MNMG,"Managua Intl",12.14417900,-086.17198200,1,1
MPTO,"Tocumen Intl",09.08418600,-079.38108100,2,1
MROC,"San Jose Juan Santamaria Intl",09.99683500,-084.20763400,1,1
MSLP,"El Salvador Intl",13.44493600,-089.06048200,2,1
MTPP,"Toussaint Louverture Intl",18.5800515,-72.29254,1,1
MUCC,"Jardines Del Rey",22.46564221,-078.33315046,1,1
MUCU,"Santiago De Cuba Antonio Maceo Intl",19.97193000,-075.83996600,2,1
MUHA,"Havana Jose Marti Intl",22.99572171,-082.41108738,1,1
MUHG,"Frank Pais Intl",20.785554,-76.3151085,1,1
MUVR,"Juan Gualberto Gomez Intl",23.03855618,-081.43778318,1,1
